company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Inside Engenharia,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Invillia,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kairós Digital Solutions S.L,1,0,0,0,0,0,21.0,Software Engineer,Software Engineering,10.6,GLOBAL_CONSULTING,LOW,mixed signals: tech 'digital' + consulting 'solutions',,,
Kelly México,1,0,0,0,0,0,21.0,Other,Management,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ketterer Kunst GmbH & Co. KG,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LBR Engenharia e Consultoria Ltda,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
LUCRE RECURSOS HUMANOS CONSULTORIA & SERVIÇOS,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Leroy Merlin,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MAPS S.A,1,0,0,0,0,0,21.0,Software Engineer,Software Engineering,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mais que Gente e Gestão,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
MaisMei,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Mapeando Talentos,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Masterplan.com,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MurryConsult LLC,1,0,0,0,0,0,21.0,HR,Consulting,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mycon,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NAVA · Executive Support & Growth,1,0,0,0,0,0,21.0,Other,Operations,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NefroClínicas,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nessentis,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Netex Group,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nidec Corporation Global,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nêmesis - Neurociência Organizacional,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Office Engenharia,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
OpusClip,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
OrangeLoops,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Orbital Gaming,1,0,0,0,0,0,21.0,Software Engineer,Software Engineering,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PAMPOLS Packaging Integral,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PKF Attest,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PMI São Paulo,1,0,0,0,0,0,21.0,Other,Other,10.6,BRAZIL,HIGH,company name contains geographic keyword: 'são paulo',,,
Pensecom - Inteligência em Recursos Humanos,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pentágono Engenharia,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PersonalGlobal,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pfizer,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pharmbills,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pier Insurtech,1,0,0,0,0,0,21.0,Other,Analytics,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Pro Mujer,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Promedical Bolivia,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Quantum,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Quinta da Baroneza,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Qyon,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
REP Seguros Corporativos,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RHF Talentos - Unidade Indaiatuba SP - Jaqueline Jordão,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
RHF Talentos Piçarras Estação SC,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RL JOB SERVICES SRL,1,0,0,0,0,0,21.0,HR,Consulting,10.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
RTE Rodonaves,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ranco Cherries,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SOLVACE,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Saint Andrew's School,1,0,0,0,0,0,21.0,Other,Other,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Saronic Technologies,1,0,0,0,0,0,21.0,Other,Other,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Saturam,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Scrunch AI,1,0,0,0,0,0,21.0,Software Engineer,Software Engineering,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Seara Alimentos LTDA,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Senac São Paulo,1,0,0,0,0,0,21.0,Other,Other,10.6,BRAZIL,HIGH,company name contains geographic keyword: 'são paulo',,,
Sentry,1,0,0,0,0,0,21.0,HR,Operations,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ser Mais Digital,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Setrata,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sharks Imobiliária,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Substrate AI,1,0,0,0,0,0,21.0,HR,HR,10.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
TLTD HR,1,0,0,0,0,0,21.0,HR,Consulting,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Techduto Solutions,1,0,0,0,0,0,21.0,Other,Other,10.6,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'solutions',,,
Tenaska,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Truviq Systems,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
USP - Universidade de São Paulo,1,0,0,0,0,0,21.0,Other,Other,10.6,BRAZIL,HIGH,company name contains geographic keyword: 'são paulo',,,
Ultragaz,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Unimed Criciúma,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Valcon,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Valense,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Verisure,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
WTime Business Intelligence,1,0,0,0,0,0,21.0,HR,BI,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ZapSign,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
finbyte,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
go2Win,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
minerasul,1,0,0,0,0,0,21.0,HR,HR,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
trabajito,1,0,0,0,0,0,21.0,Other,Other,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
virtual7 GmbH,1,0,0,0,0,0,21.0,Other,Management,10.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PetroReconcavo,12,0,0,0,1,1,14.6,Other,Other,10.5,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Direcional Engenharia,4,0,0,0,0,0,20.2,Other,Other,10.5,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bus2,3,0,0,0,0,1,20.3,Other,Other,10.5,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Associação Comercial do Paraná,2,0,0,0,0,1,20.5,Data Analyst,Analytics,10.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CSU Digital,2,0,0,0,0,0,20.5,HR,HR,10.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Rede Américas,4,0,0,0,0,0,19.8,Other,Analytics,10.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mercado Libre,3,0,0,0,0,1,20.0,Other,Other,10.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SOUTH SYSTEM,3,0,0,0,0,0,20.0,HR,HR,10.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Self Employed,4,0,0,0,0,1,19.5,Consultant,Consulting,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo EULEN,3,0,0,0,0,0,19.7,Other,Other,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Accenture Baltics,2,0,0,0,0,0,20.0,Other,Management,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Banco Nacional de Bolivia S.A,2,0,0,0,0,0,20.0,Other,Other,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Clínica de Las Américas,2,0,0,0,0,0,20.0,Other,Other,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
El Dorado,2,0,0,0,0,0,20.0,Other,Other,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gedanken - GCertifica,2,0,0,0,0,0,20.0,Other,Management,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Horatio,2,0,0,0,0,0,20.0,Other,Management,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MadeiraMadeira,2,0,0,0,0,0,20.0,Other,Analytics,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Marfrig Global Foods,2,0,0,0,0,0,20.0,Other,Management,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
doc9,2,0,0,0,0,0,20.0,Other,Other,10.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
4Linux,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
4zOOm - Business Solution,1,0,0,0,0,0,20.0,Other,Other,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AI71,1,0,0,0,0,0,20.0,Other,Other,10.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
ALFAVET,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"AND, ALL",1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Aays,1,0,0,0,0,0,20.0,Other,Other,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Acir Administradora,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agência LK,1,0,0,0,0,1,20.0,Data Analyst,BI,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Albano Cozzuol S.A,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Amoreza,1,0,0,0,0,0,20.0,Other,Operations,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ApoioEcolimp,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Appa Facilities,1,0,0,0,0,1,20.0,Data Analyst,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Asset Locale,1,0,0,0,0,0,20.0,Other,Other,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Associação Municipalista de Pernambuco,1,0,0,0,0,1,20.0,Data Analyst,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Avito,1,0,0,0,0,0,20.0,Other,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BALBOAiD,1,0,0,0,0,0,20.0,Other,Other,10.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
BenCorp,1,0,0,0,0,1,20.0,Data Analyst,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Beyond The Club SP,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bichara Advogados,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bioxxi - Excelência em Esterilização,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Brisa Indústria de Tecidos Tecnológicos S/A,1,0,0,0,0,0,20.0,Other,Other,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CBA Empreendimentos,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CTS EVENTIM AG & Co. KGaA,1,0,0,0,0,0,20.0,Other,Management,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cactus Gaming,1,0,0,0,0,1,20.0,Data Analyst,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Carvalima Transportes,1,0,0,0,0,0,20.0,HR,HR,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cerqueira Home Center,1,0,0,0,0,1,20.0,Data Analyst,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Clan,1,0,0,0,0,0,20.0,Other,Other,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CreateFuture,1,0,0,0,0,0,20.0,Other,Analytics,10.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
